idx	Title	Content 
2	1945年（民34年，35歲） 6月11日　月	早上最高法院院長與郭工程局長來訪，過十一點與趙廠長一同造訪開灤賈部長，向他致意。之後拜訪金子、朱、鄭、鄉原等人，請他們增加煤炭供給。下午三點與蕭所長就警備員改組一事進行討論。晚上在李進之家招待開發的野元天津支部長、鈴木總務課長、渡邊課長、林田唐山所長、松野課員，與趙、杜、劉、李、潮一同出席。不知是不是討厭劉管理的緣故，不想跟他說話。日子一天天過，我越來越想家，連晚上也睡不著，傷透腦筋。
2	1945年（民34年，35歲） 6月12日　火	溫秘書回來，應當□意他轉任到北京，我還是不想放棄成立資材課。晚上在「錦」招待連絡部岸本班長、小林、梯三人，與瑞棠、潮一同出席，晚上九點左右回家。晚上依舊睡不著，讀小說讀到早上六點。
2	1945年（民34年，35歲） 6月13日　水	下午一點木村技師帶富?君來廠。明天預定回北京，但因為他的到來我不得不延期一天。中飯後馬上到唐山製鋼部拜訪鵜飼理事、淺香工作課長，研究電氣爐的改造，請淺香君來廠裡確定改造方針。晚上在工廠用餐後雜談。
2	1945年（民34年，35歲） 6月14日　木	上午十點在趙廠長的辦公室，趙、杜、溪如、陳瑞棠與我就資材與原價的問題，向木村與富?兩人解說、回答疑問。今天第一次知道趙廠長的技術極為優秀，感覺非常放心。中餐過後一同去工地視察。晚上在趙廠長家用晚餐，宴會後玩麻將。今天是端午節，又是一個恬靜的唐山生活。
2	1945年（民34年，35歲） 6月15日　金	搭早上八點五十二分的快車回北京。天氣炎熱，甚感疲勞，直接回家小憩，後因為袁總理在辦公室等我，我馬上又出門，向他進行改組後十天以來的營運報告。具體報告警備、資材、對外連絡及部、科的改組計畫等。袁總理心情格外愉快，慰勉我工作指揮事項與困難之處。淑英的身體看來有些康復的模樣，但璃莉狀況還是不好，感覺自從搬到這個家以後，全家人似乎就不得平靜安寧。
2	1945年（民34年，35歲） 6月16日　土	上午到兵器部拜訪目黑少尉，請他支援資材並結算天津兵器部分局的水泥價格。聽目黑少尉說平松大尉高升回東京，有點失望。與他相識以來，他總是全力支持啟新，對我尤其信任與支持，在推行事務上相當方便。本想與他暢飲一回，但連個機會也沒有他就離開北京了，惹人惆悵。之後造訪經理部的岡田中尉，拜託他第一四半期的水泥價格問題與支援資材（牛皮）。
2	1945年（民34年，35歲） 6月17日　日	上午在家休息，下午訪問黃烈火君，感謝他在我不在時的照顧，之後去姊姊家探病。淑英的病跟姊姊一樣，看起來都不容易好。
2	1945年（民34年，35歲） 6月18日　月	今天是母親六十一歲生日。母親賢慧，加上以我今日地位，結交多為權貴，故預定今天席開兩桌、明天兩桌、後天三桌招待朋友，一起慶祝母親生日。預算大約4萬圓，請來約一百位客人。今天有吳姊夫一家、楊信夫、王乙金、元禧、玉燕、張深切、毛昭江夫妻、陳茂蟾、林權敏夫妻、洪耀勳夫妻、張星賢、周川、鐘柏卿太太等。八點開始，九點半結束。蔡竹青君也參加，更加熱鬧。宴會後與竹青君、毛太太、林權敏一起打麻將，贏很多。今天毛處長、林權敏、洪耀勳都醉了。
2	1945年（民34年，35歲） 6月19日　火	今天為慶祝母親生日，加上要離開北京，邀請啟新的相關人員與三家店灰煤業者。來客有啟新的康秘書主任、王乙金、王仲岑、彭所長、沙逸仙、蒲、謝、鄭、董、周、趙、何、朱、戴、張小姐、汪等。三家店則有劉會長、楊洞之兩人當代表前來赴約。除此之外廖永堂夫妻與林少英等也來了。年輕人齊聚一堂，生氣蓬勃，好好地吃喝一頓。
2	1945年（民34年，35歲） 6月20日　水	今天是慶祝母親生日最後一天，席開三桌。洪炎秋母親、夫妻兩人、我軍夫妻、吳姊夫夫妻、蘇太太、徐木生、李增禮太太、周壽源太太、大川清、郭炎華、黃烈火、宋維屏、林煥章、張秀吉、張金順太太、楊永裕、新京來的吳君等，實在熱鬧。不久京屋君夫妻、陳火斐的千金、黃君等都來參加，更加熱鬧。大川清與我軍跟每一個人敬酒，喝了許多，我也被拉進去一一敬酒，喝到快醉了。帶蘇太太與淑英三人登高台，眺望明月，高歌年輕時代的歌曲。淑英的病令我傷心。我想正如蘇太太為蘇子蘅的病深深難過一樣吧。這次為慶祝生日花了4萬圓，但竟有5萬圓的收入，令人汗顏。
2	1945年（民34年，35歲） 6月21日　木	為期三天的宴會終於結束，疲憊感也出現，今天沒去辦公室在家休息。最擔心的還是淑英的身體，但還好並無大礙。中飯過後帶母親、蘇太太、淑英與孩子到久違的天壇，但初夏的雨讓人掃興，之後直接到黃烈火君家。
2	1945年（民34年，35歲） 6月22日　金	沙處長昨天自天津歸京，今天來拜壽。早餐後前往辦公處，與沙兄一同造訪岡田中尉，催促他決定水泥價格。下午三點鋼鐵販賣的佐藤君前來，我請他幫忙推動第一四半期的生鐵配給。晚上帶淑英與蘇太太到「雅敘園」與佐藤夫妻見面，在夏夜中喝到半夜。女大十八變，今晚安小姐與煥然一新的劉小姐坐陪。母親之後也來參加。
2	1945年（民34年，35歲） 6月23日　土	早上到寶信，用十三萬八千圓買了金子一兩，又為四舅買銀30兩、為啟興買銀10兩，之後經過北京鐵路局找徐申仰君，借淑英的肺結核用藥。下午與淑英、蘇太太在北海「攬粹軒」喝茶，明日以後就要分開，甚感惋惜。晚上甲斐兄招待我們一家人，宴會後玩牌九，第一次做東大敗。
2	1945年（民34年，35歲） 6月24日　日	早上才回來，非常疲憊，小憩後馬上整理行李。四舅、姊姊都來拜訪，離情依依。帶淑英與宗仁乘晚上六點的快車從北京出發。車內意外擁擠，一路上注意淑英的病況，半夜十二點到唐山。
2	1945年（民34年，35歲） 6月25日　月	早上整理這些天不在的雜務，為唐山部科改組一事乘下午四點十五分的普通車，與趙廠長赴津與總協理討論。下車後先到弟弟家吃晚餐，之後造訪金源君，討論啟興公司的問題與其他。跟他借《唐宮演義》，想要日後好好研究唐朝歷史。
2	1945年（民34年，35歲） 6月26日　火	上午在袁、陳、周三總理的出席下，與趙廠長一同協議改組案，並討論組織、人事、薪水，大體上運作結果如我預想。下午四點與趙廠長拜訪各董事，就新上任一事寒暄、打照面。晚上三連兄與甲斐兄在「北安里」請我吃飯，吃後在合豐與三連兄談論許多時事與處世之道。今天介紹陳瑞棠給總協理，正式決定由他擔任外事課長。
2	1945年（民34年，35歲） 6月27日　水	早上，與總協理處理昨天未完成的各部課長薪水問題，之後又與三井菅課長討論連絡部方面的雜用水泥一事，我堅持要有決定價格的自主權。搭下午一點二十六分的普通車與趙、陳兩君回唐山，但火車延宕兩小時，加上車內坐位全滿，暑氣逼人。在車內與林田生必所長暢談，請他增配糧食。
2	1945年（民34年，35歲） 6月28日　木	上午整理下午在連絡部召開的糧食會議中所該提出的資料。下午兩點帶李秘書出席連絡部舉行的糧食會議，報告公司糧食供需。晚上帶汪仲嘗、陳瑞棠、淑英前往溪如家，天南地北地閒聊。汪襄理明日歸津，與他討論許多公司營運方針。
2	1945年（民34年，35歲） 6月29日　金	下午兩點帶淑英到開灤醫院給汪大夫看病，病況極度嚴重，讓我非常擔心。忍不住覺得淑英的病一開始就不是很樂觀。下午三點到連絡部拜訪小林、梯兩人，懇談雜用水泥一事。
2	1945年（民34年，35歲） 6月30日　土	昨天唐山改組案發表，我除了擔任之前已經公布的副廠長一職外，還被任命為營運部長與北京辦事處副處長，薪水由原本的340圓提高到500圓。今天馬上與茹營運副部長著手挑選資材課、倉庫科、運輸科、外事科、巡查科的職掌與科員，於早上十點在會議室召集各科長、副科長，進行討論。今天交給徐弗庵君一萬兩千圓，請他幫忙定存。
2	1945年（民34年，35歲） 7月1日　日	今天實施唐山工廠改組，我兼任營運部長，下面成立資材、倉庫、運輸、外事、警備五科。早上劉頤兄由開灤來訪，閒談許多，後與陶、蕭、濱田等就下午王委員長前來視查一事，討論警備方法。中午十二點半得知王委員長因臨時有事不克前來，中飯後睡午覺睡到下午四點，醒來後進行營運部內的大搬家。晚上藤原憲兵來訪，閒聊許多事。
2	1945年（民34年，35歲） 7月2日　月	各科組織完成，從今天開始展開新職制度。早上交給駐廠憲兵5萬圓當做加菜金。下午與徐弗庵、陳瑞棠一同參加唐山市公會堂的落成式。完成的公會堂就如唐山這個鄉下地方一樣粗糙簡略。落成式中培仁女中的「南歸」，讓我想起以前與梁財君瘋狂著迷中國文學時曾經讀到過。
2	1945年（民34年，35歲） 7月3日　火	下午1420部隊的大津營長、連絡部的泉君都來訪，大津君為了水泥價格問題前來，泉君則來討論防空緊急對應策略中水泥的使用問題。下午三點前往1420部隊找大平副官，討論水泥價格問題，與中島中尉談論工場組織。不知是哪來的印象，大概是與潮君爭執過使我對日本人有所誤解，因此執行各種細節時更小心翼翼，但感覺很不好，加上唐山是個小地方，一舉一動更容易被外人察覺，我實在討厭唐山。
2	1945年（民34年，35歲） 7月4日　水	潮君昨天來唐山，在1420部隊碰頭。看到他那詭計多端的嘴臉就討厭，今天照例又來空口說白話。劉參謀部長今天為高升綏靖總署軍務局長而前來打招呼。下午帶陶科長、蕭副科長、濱田隊長、橫井君視察採石廠、土坑等，並指示連外地區的警備方針。
2	1945年（民34年，35歲） 7月5日　木	早上鐵路工廠的谷口君為領取水泥一事來訪，隨後中平顧問來訪，討論警備方針之種種，他說反對直屬於王士海派遣的情報班巡查科。晚上藤原憲兵伍長與旗下憲兵兩人來喝酒，喝到半夜十二點。
2	1945年（民34年，35歲） 7月6日　金	早上與中平顧問討論，決定華京警備員由我直接管理。中平顧問的態度很無趣，華京警備員仗著自己是大使館派遣，態度惡劣。中餐為了送高升綏靖軍軍務局長的劉參謀，在大樓辦送別會，對方從劉局長以下，九處處長都有參加，我方則有趙、杜、徐與我四人，熱熱鬧鬧地用餐。下午三點開灤的龜井、知久、日野、上野與劉等五人來訪，商討採挖石灰石的問題、煤炭價格、火藥讓渡等問題，我方有趙、潮、溫與我四人參加，會後在大樓簡單用餐。
2	1945年（民34年，35歲） 7月7日　土	上午十點開始唐山工廠第一回常務會議，趙、杜、徐、茹、周、黎秘書與我共六人出席，討論七月的工人薪水問題、配給所設置問題、文書整理問題。下午為了視察資材疏散防空洞，帶濱田隊長物色合適的場所。
2	1945年（民34年，35歲） 7月8日　日	下午一點，與趙、徐三人代表啟新去車站送劉局長，碰到許多名人。淑英的病日益惡化，到唐山之後不但拉肚子，而且又發高燒。難忍寂寥，兩人聊起許多年輕時候的事。
2	1945年（民34年，35歲） 7月9日　月	一早開始雨就下個不停。火藥越來越少，向開灤協調許久，但還是沒辦法從古冶那裡到手，煞是苦惱。宗仁早上突然發高燒，幸好過了中午就退了。晚上副廠長請吃飯，與趙、進之一同用餐。地方氣氛高雅、餐點別緻。宴會後四人閒聊許多世界局勢。
2	1945年（民34年，35歲） 7月10日　火	火藥問題無法解決，今天派李正剛跑一趟古冶，同時與開灤知久、見崎兩人鄭重交涉。決定後天會送達。今天巡視倉庫科，視察工人配給狀況，對於配給所的設置與資材整理的合理化做出許多指示。下午與蔣科長就第二四半期水泥的工廠原價制定方針進行種種討論。今天陳瑞棠、瑪莉、璃莉一行於半夜十二點抵達唐山。
2	1945年（民34年，35歲） 7月11日　水	因火藥事件延後出差時間，派陳、李兩人極力交涉，今天下午五點火藥終於到了，明天可以安心出差。下午視察勞工部，希望將包工納入職員名單與募集工人。
2	1945年（民34年，35歲） 7月12日　木－7月20日　金	7月12日上午依袁總理的要求，搭八點五十二分的急行去北京出差。目的主要是要向川上商工課長要求撤回潮顧問。12日到達後先去北京辦事處造訪袁總理，報告討論以下諸事： 1.7月7日廠務會議中決定7月1日開始工資倍額增加案。 2.糧食狀況，特別是最近從滿洲送來約八百噸麵粉，但同時又要給宗課長兩噸。 3.唐山設置配給所一事。 4.有鑑於包工制度的缺點，擬將工頭收為正式職員，勞工由工廠直接管理。 5.設立迎賓館（預算一千萬圓）。 6.為疏散資材，挖掘洞窟，強化整頓防空洞。 7.華北警備員再改組。 8.處理年老與生病的人員。 袁總理大致上都同意我的提議。特別是講到啟新這次改組的經緯與將來計畫等等，兩人氣味相投，聊到半夜。 7月13日在辦公處招待川上工商課長，從晚上六點開始，袁總理花了一個小時半向川上課長要求撤回潮顧問，川上也說他正在考慮此事。袁後又表示，若要派遣三井的川村君擔任新顧問，我方也不同意，川上也表態，他認為代理店僅是中間協調的角色，決計不能擔任顧問。接著我報告改組後工廠的狀況與今後方針。會後請川上課長吃晚飯，在剛落成的會客室，與袁總理、沙、周秘書、王兩科長，連同自己一共七人，氣氛極為融洽地用餐。關於顧問一事，14號潮馬上過來打照面，川上告訴他之後不用去啟新了，對於川上氏的明斷感到佩服。同時14號下午六點左右，三井的橋爪支店長代理帶川村氏前來確認川村氏的職稱，但袁總理清楚傳達川上所言，表明對方無法擔任顧問，也無法對啟新的營運多加干涉。顧問問題苦惱我許久，如今總算解決，大快人心。 7月14日早上與袁總理、周秘書一同會見軍司令部吉野經濟部長，請對方決定第一四半期的水泥價格。但因部長不在，改與小澤大佐會面，就價格問題，以及袁總理母親的祭田被重新整修的機場道路侵佔一事，希望對方變更計畫。接著與池田兵器部長菅野大佐會面，說明啟新內外問題，特別請目黑少尉及早拿出生鐵百噸。 7月15日到開發造訪木村技師，商量以下： 1.關於火藥三個月常備（360噸）對策 2.補充鐵礦石 3.紙袋代用對策 4.煤炭量、質對策 但這些都是很難解決的問題。並請他先收回第二四期供出的水泥。木村君的態度不如以前熱烈。 7月18日伊集院橫濱正金銀行經理的介紹下，我與袁總理一起會見司令部三課的中村參謀，花了半小時左右聊了許多啟新的問題。感覺很好。 14日晚上被吳姊夫招待，與許多朋友熱鬧地吃晚餐，飯後照例玩麻將，後玩牌九，贏了五千圓左右。 十天的北京生活中，本想去北京公園散散步，但只有與蘇夫妻稍稍散步，看到蘇君恢復元氣，覺得很高興。 趁這段時間把五、六月的麵粉處理掉，五月份八千圓、六月份九千圓賣給福榮公司，把西公街18號房也賣了。得到147萬圓拿去買啟新的股票。啟興公司的煤炭生意很興隆，覺得非常幸運。
2	1945年（民34年，35歲） 7月21日　土	早上本想整理行李，剛好蔡竹青君來訪，為拜託租房鋪保一事而來，聊了很多。中午鋼鐵販賣的平木君前來，在辦公處一起吃中飯。下午整理行李，與袁總理、沙處長三人搭下午六點的急行回唐山。劉襄理還沒搬走，很失望。淑英的病意外地沒有好轉。
2	1945年（民34年，35歲） 7月22日　日	早上聽各科長報告不在時的業務狀況，整頓公事。新來廠的1414部隊小林曹長帶池田前來打招呼。開灤的劉頤拿履歷表前來，拜託我介紹他朋友進啟新。中飯後想休息調養一下來去北京的操勞，但熱得睡不著。晚上帶陳瑞棠、楊小姐與孩子們去散步。
2	1945年（民34年，35歲） 7月23日　月	整天被雜務追趕。與趙廠長聊了許多關於啟新職員私底下的謠言，聽到沙處長人之奸詐，讓我嚇了一跳。人心難測。對趙兄表明反對由我兼任北京辦公處副處長的也是他，堅持該由他自己兼任的也是他。對沙兄既失望又是懷疑。
2	1945年（民34年，35歲） 7月24日　火	早上與趙廠長一同造訪開灤，先是與龜井、志道兩人見面，繼續處理石灰石挖掘的問題，與白川最高管轄官會面，請他解決物資動員以外的煤炭問題。下午青島海軍江間少尉來訪，聊了許多問題。晚上在大樓招待江間君，溫、陳兩科長加上淑英等一起共用晚餐，飯後到俱樂部遊玩。
2	1945年（民34年，35歲） 7月25日　水	聽說劉管理的行李中有許多公司的東西，趙廠長指示要拿回來，我也覺得應該如此，今天請楊總務副科長破門而入，檢查回收十幾樣物品。可以的話，希望近日能搬過去。
2	1945年（民34年，35歲） 7月26日　木	昨天看到潮君又來，實在令人不快。特別他明明是為了開灤的事帶米谷氏而來，卻又要跟我們請求旅費，我受夠了他的厚顏無恥。今天中平大佐前來，討論日本警備員的薪資調整與特別工作員的使用方式。
2	1945年（民34年，35歲） 7月27日　金	今天我不顧中平、張副隊長的反對，強硬主張華京警備員應該移駐石頭坑。下午帶淑英去劉管理之前的房子裝潢佈置。中午十二點新井連絡部員來討論電力會議與警備的事，一起在大樓內用中餐。今天決定要裁撤年老力衰的巡邏員，以及特務中的不良分子。
2	1945年（民34年，35歲） 7月28日　土	早上十點開始，廠務會議開始，我提出以下六點建議： 1.加速設置配給所 2.裝潢倉庫 3.改造華京警備員移居宿舍 4.疏散資材的分散場所 5.因應紙袋不足而將麻袋併入使用，招募裝袋工人 6.購入資材 今天聽總協理說，劉管理強烈抗議我們破門而入一事，我打算將搬家前後的事情始末報告給總協理知道。
2	1945年（民34年，35歲） 7月29日　日	今天早上搬到礦地公司花磚廠30號。這次搬到劉管理的舊宅，因裡頭仍殘留劉氏的部分家具，過程有點混亂，但還是在趙廠長等各位的建議下搬過去。這是我這輩子住過最舒服的家。終於開始我理想中的田園生活。如此一來，淑英可以好好調養，我也可以好好修養身心。下午趙廠長、進之兄來訪，聊了許多。
2	1945年（民34年，35歲） 7月31日　火	從開發拿到的八百噸高棵因天氣炎熱而腐敗，立刻商討因應對策，並將倉庫科長楊惠民革職，副科長翟敏鋒記大過乙支，主事者也予以懲戒。將糧食顧問免職，並讓所有損失交由開發生計工會負擔，還請來松野君前來了解狀況。下午兩點帶茹副部長出席連絡部主辦的電力非常對策委員會。下午淑英突然發高燒近四十度，請來耿大夫診察，結果原來是感冒，總算安心。晚上徐弗庵、溫科長來訪，討論糧食狀況、專用支線的撤離。
2	1945年（民34年，35歲） 8月1日　水	早上命令徐副部長尋找挽救糧食腐敗的方法，與五島三井所長懇談種種水泥自由販賣的問題。下午與連絡部小林氏商量物動外水泥自由販賣一事，慌亂準備明天出差到天津的資料。
2	1945年（民34年，35歲） 8月2日　木	搭乘早上九點的快車與李進之兄前往天津。車中與連絡部的赤?君聊了許多。下車後與進之君在弟弟處吃中餐，下午三點半與總協理見面，報告：(1)設立迎賓館(2)設立啟新國小(3)日本警備員的薪資，巡邏員與華京警備員糧食增配問題(4)八月份工人待遇改善問題(5)挖掘開灤石灰石一事(6)撤回唐山工廠專用支線一事(7)食物腐敗與倉庫科長的懲處狀況(8)關於特別工作費。且將之前劉管理搬家時的不當情事向總協理報告。且委託修曾處理濟南的火藥搜查。晚上在「豐澤園」招待開發生必工會天津支部的人，福田副支部長為首，十幾人出席，我方則有進之、化南、修曾、勳明與我出席，一同愉快地邊喝邊聊到九點。
2	1945年（民34年，35歲） 8月3日　金	早上與袁業務部長討論處理自由販賣水泥一事，以及八月份水泥分配問題。十點左右與劉襄理見面，對於貿然搬進他家道歉，並解釋為何扣押他原本打算帶走的家具。中餐在金源氏家用中餐，並討論最近啟興公司煤的進貨狀況，但情況不佳，讓人失望。下午與陳協理閒聊許多，晚上在俱樂部與進之、修曾三人一起用晚餐。下午五點拜訪三連兄，聽他報告合豐行的種種業務。晚上九點的快車回唐山。
2	1945年（民34年，35歲） 8月4日　土	早上十點召開廠務會議，報告在天津與總協理商討的事項。中餐在家裡招待開發唐山支店的山中調查役與富?君，楊主任、溫科長、李秘書、陳科長做陪。與山中氏談了許多日中問題。下午六點開發生必工會的小林課長、松野、卷田等三人來訪，我帶陳科長、李秘書前往「鴻宴」用晚餐。與松野君懇談這次高棵自然腐敗的損失，請他務必要給予可行範圍內的幫助。
2	1945年（民34年，35歲） 8月5日　日	早上整理許多雜務，特別是與濱田君討論日本警備員的薪水問題，通知他甲案已經在上次天津行中得到總協理的允諾。下午趙廠長帶他太太來訪。晚上招待駐廠憲兵、小林、今村、鈴木，並請陶科長、蕭副科長、陳科長坐陪，飯後與濱田、小林曹長討論廠內狀況與今後警備方針到半夜十二點。
2	1945年（民34年，35歲） 8月6日　月	今天計算出日本警備員的紅利與薪資，馬上命令出納科支付，並清算所有借款，一口氣地解決一年來的問題。晚上被唐山鐵路工廠招待，與中村工廠長等各部課長在「協和會館」與趙廠長一同用豐盛的晚餐，飯後討論技術、資材問題到深夜。
2	1945年（民34年，35歲） 8月7日　火	早上巡視華人警備員，指示張副隊長待遇問題與警備方針。下午前往連絡部，與中島中尉、小林曹長討論自由販賣水泥的處理方式。下午一點聽取濱田隊長與小?部領事對自己撤除日華警備員與水泥自由販賣一事的意見，並表示希望撤除華人警備員。晚上華人警備的張副隊長來訪，對於移住工人宿舍一事表示贊成之餘，仍有別的意見，我回答未必要強制實行。
2	1945年（民34年，35歲） 8月8日　水	火藥與煤炭又出狀況。真是夠累人的。下午四點半開發的富?君來訪，我請他幫忙處理火藥與煤炭。今天蘇聯對日本宣戰。
2	1945年（民34年，35歲） 8月9日　木	早上陪趙廠長與高射砲隊長谷?少佐會面，我給他之前被炸藥破壞、但現在已經修好的望遠鏡護套，請他重新開始停工中的石灰石挖掘，對方也十分體諒我方處境，今天馬上開始採挖。
2	1945年（民34年，35歲） 8月10日　金	中平顧問今天又來要東要西。特別是之前已經提案的工作費一事，讓人深深感受到特別工作的困難。下午三點菅科長、五島所長來訪，針對自由販賣水泥一事交換各種意見。晚上在自家招待高射砲隊谷?少佐、夏目大尉、大島大尉、佐藤中尉、鎌田中尉、青木、石川、三井少尉等八人，與趙、杜三人共同宴請他們，希望得到他們的幫助。愉快地閒聊一晚。
2	1945年（民34年，35歲） 8月11日　土	早上到工廠，聽到重慶放送局發表昨天日本以維持天皇制為唯一條件無條件投降，全廠的和平來臨有望。我無法辨別其真偽，在混亂中參加十點的廠務會議、十一點日系警備員移出後的警備重編會議、十二點半與徐市長討論福利委員會基金問題，度過繁忙的一個上午。下午帶茹副部長前往電業拜訪曾我部所長，一起前往開灤，拜託岩村總務局長出借清洗啟新時三週一千瓩的電力。下午六點訪問趙廠長，晚上八點訪問李勉之理事，聊起日本投降後的前後對策。日本敗戰，大概是因為蘇聯宣戰，使得戰情得以明朗，本想把金子、銀子換成啟新的股票，但因工廠雜務過多，等聽到日本投降的消息後，金價、銀價暴跌，股票暴漲，才剛搬到唐山來就遭到莫大損失，與淑英悲嘆時運之不濟。
2	1945年（民34年，35歲） 8月12日　日	上午與中平顧問因工作費問題意見不合，他看起來真討厭。晚上在大樓舉辦日本警備員調職者七人（華北洋灰五人、大汶口炭礦兩人）的送別會，發表送別演說，愉快地用晚餐。日本投降一事我仍然抱懷疑問，晚上第一次聽到夏威夷的廣播，不由得逐漸懷疑日本投降的新聞帶有很大的宣傳性質。
2	1945年（民34年，35歲） 8月13日　月	瑪莉今天進入淑德小學就讀，今天是始業式。十點半帶陳外事科長拜訪龜井氏，處理石灰石開採的契約，之後與若村、堀江兩理事會面，答謝供給電力一事，並請他供給煤炭，與金子部長談判的結果，決定下午開始給唐山一號煤炭三車，明天從林西會再供五百噸。並請日野君讓渡50箱火藥，得到他的許諾。下午曾我部來訪，討論借用電容器一事。日本的命運到底變得如何，晚上又聽了夏威夷廣播，但越來越讓人覺得宣傳色彩過重，忍不住迷惘起來。
2	1945年（民34年，35歲） 8月14日　火	昨天協調的煤炭今天順利送來，加緊督促今日入倉庫。下午前往連絡部找岸本、小林等討論水泥自由販賣，明明日本國運不濟，他們的態度卻依然冥頑不靈，忍不住氣憤地對他們咆哮，最後總算如我所願。對於日本投降一事，我仍然半信半疑，明天出發到北京，早點將母親接來唐山。還想賣掉金子，多換些股票。
2	1945年（民34年，35歲） 8月15日　水	早上八點五十二分的快車出發到北京，但為了出席合豐行股東大會在天津中途下車，走進合豐行，剛好日本正發表無條件投降的消息，天皇發表詔?，接著鈴木內閣總理大臣發表演講。回想盧溝橋那一聲槍響引爆的七七事變以來的九年，以及昭和16年12月8日日本對英、美宣戰以來的四年，真是全世界人類最悲慘的時期。特別是故鄉遭受五十年來的壓迫。年少以來對日本的仇恨心讓我寧願前往中國，今天還得以親眼見到日本投降的一天。如此一來，故鄉台灣事隔五十餘年後回歸中國，從悲慘的命運中解放，從此永遠接受祖國的擁抱。如作夢般，我流下欣喜的淚水。日本之所以投降，8月6日投下的原子彈與8月9日的蘇聯對日宣戰具有決定性的影響，8月9日對美、英、蘇求和。日本自明治維新蓬勃發展以來，短短五十年陸續奪取朝鮮、台灣、滿洲、樺太等地，如今一切回歸原狀。這全是日本軍閥的錯。晚上濱田隊長來訪，我不停安慰他。與淑英開心和平的到來，可以的話，希望年末可以歸鄉。
2	1945年（民34年，35歲） 8月16日　木	昨天十二時日皇發表無條件投降後，恐怕廠裡發生意外事件，昨夜下令戒嚴，可是一切都很平靜的推移，今天又令對日陸、海軍要裝的灰輸送停止，一方面請開灤陸續多給煤，一方面派濱田隊長對領事館要求火藥，如煤與火藥不斷工廠就不至於停工，十一點半大汶口煤坑派貞?君來接洽日系警備隊轉出之件，因時局急變，請我方暫留，答應他。
2	1945年（民34年，35歲） 8月17日　金	下午到連絡部見大林曹長，因他電召，說時局急變，他有三、四十本書奉送，一見他淡白得很，他說東京的家經已被炸廢了，國家又投降了，他想把餘生貢獻來研究日本的敗因與中日提攜的根本原因。看起來很可憐，真不知道14號還跟他鬧意見，恨他，可是今天只有憐憫他。從前──從小就恨日本，可是日本一沒落，反而可惜日本民族之優秀，可憐英雄沒落，他送我的書有德、英、日本各種。這次調任到唐山，因不敢誤公事，沒有把金子賣卻，損失幾百萬，悶悶不樂，我覺得這也是命運，無可奈何，但心裡之憂愁不消。
2	1945年（民34年，35歲） 8月18日　土	上午會廠務會議，對八月份的工人之工錢與配給品決定以外，沒有甚麼大問題，心裡一憂悶很想母親，本來今年可回來，偏沒回來，很失望。細雨又連綿的下，金銀之價又陸續的落，淑英的病又未見好轉，最不痛快的就是廠長的態度，一切都要管，我看這幾天很不客氣，很後悔到唐山來，財產也損失，環境又沒有多少知識分子，事情又鬆，一切之一切都掃興。
2	1945年（民34年，35歲） 8月19日　日	今天是宗仁滿兩歲生日，盼望母親今天到座，團圓內祝，結果還是沒來，唐山外面的消息少緊，晚上在家裡召集徐副部長、蕭科長、張副隊長開警備會議，討論警備方針，夜半十二時，車站附近槍聲甚殷。
2	1945年（民34年，35歲） 8月20日　月	十一點與趙廠長、徐副部長到唐山行營見姜主任，請他指示：(1)如果夜間有不良分子（包括八路軍）要進廠時，廠方應對之方法。(2)廠裡警備力量薄弱，有何辦法對待之。關於這個問題，第一，現在八路軍也不會移動，如深夜遇進廠者，一定不良分子，應該掃滅。第二，廠附近還有日軍，武裝解除以前，日軍依然擔負維持治安責任，可要求日軍援助維持治安，同時保衛軍可借槍彈以補廠裡警備力量。今天一切的消息都說唐山四圍為八路軍所包，十分緊張。下午六點特訪高射砲隊長，要求幫助，承他快諾，十五點到李董事公館與服部氏談討華新工廠今後之對策。
2	1945年（民34年，35歲） 8月21日　火	細雨又是滴滴地下，今天在馬尼拉日本河邊大將已經簽字投降，和平應該和秋陽一齊上來，然而唐山的四周倒而一天加累一天，夜裡郊外又是槍聲又是大雨，憂愁之夜最好看小說，就看《純愛》看到夜裡三點鐘，好久沒有看過這樣的小說，覺得很好的一種刺激。
2	1945年（民34年，35歲） 8月22日　水	陳姊夫早晨由平回來，因交通混亂，母親沒得回來，很失望。可是唐山四下的治安實況不如不來，下班後到李公館，打算借他一部分房子做總協理公館，與趙、杜兩兄同行，看房後四個人談唐山周圍之八路軍的情勢，下午七點唐山西南方槍枝〔聲〕甚殷，小槍、機關槍、手榴彈，砲聲聽得很清楚，馬上派警備隊安排於適當位置，同時與高射砲隊連絡，請他保護，到了十一點槍聲方息，聽說是治安軍與八路軍的衝突。
2	1945年（民34年，35歲） 8月23日　木	整天談廠裡治安問題，外面又加緊張，蔣委員長正巧電召毛澤東被拒絕，八路軍又想進駐瀧〔隴〕海線以北包括平津路。今天陰雨瀝瀝的下，晚上又是槍聲。
2	1945年（民34年，35歲） 8月24日　金	十一點八路軍六名在小水泉打聽巡役：(1)廠裡有何種人，多少人擔當警備。(2)廠裡有多少槍、子彈。可是沒敢進來，馬上報告各機關。下午三點郊外槍聲不停，整夜八路軍與先遣軍打通宵，據濱田隊長說，日本軍將要取中立態度，對於今後唐山的治安覺得相當悲觀。
